# Core glossary: word <TAB> kazakh <TAB> simple english <TAB> pos (optional)
#
# Ordered by how often the word appears in the six books, so the top of this
# file is what a reader meets on almost every page. Inflected forms are only
# listed when the guesser in dict.js cannot get back to the base (went, took,
# children) or when the form means something of its own (I'm, don't).
#
# Anything not here is fetched online once and cached. To see what is worth
# adding next:  python3 tools/build_dict.py --missing 200
#
# Rebuild after editing:  python3 tools/build_dict.py

sport	спорт	games with the body	noun
watching	қарап	looking at now	verb
lose	жоғалту; жеңілу	to not find, or not win	verb
managed	қолы жетті	succeeded in doing it	verb
cooking	тамақ пісіру	making food hot	verb
price	баға	how much money it costs	noun
major	басты	big and important	adj
people	адамдар	more than one person	noun
him	оны (ер)	he, after a verb	pron
job	жұмыс	the work you are paid for	noun
hotel	қонақүй	you pay to sleep there	noun
town	қала	smaller than a city	noun
text	мәтін	written words together	noun
parents	ата-ана	your mother and father	noun
ago	бұрын	back in the past	adv
else	басқа	other, different	adv
big	үлкен	large in size	adj
such	сондай	of this kind	det
while	кезде	at the same time as	conj
university	университет	where you study after school	noun
tv	теледидар	short for television	noun
without	-сыз	not having it	prep
bus	автобус	a big vehicle for many people	noun
saw	көрді	past of "see"	verb
rewrite	қайта жазу	to write it again	verb
adjective	сын есім	a word that describes a thing	noun
government	үкімет	the people who run a country	noun
computer	компьютер	a machine for work and internet	noun
against	қарсы	not for it	prep
preposition	демеулік	a word like in, on, at	noun
below	төменде	under, lower down	prep
probably	бәлкім	most likely	adv
yourself	өзің	you, doing it to you	pron
round	дөңгелек; айналасында	circle-shaped, or around	adj
dialogue	диалог	two people talking	noun
together	бірге	with each other	adv
set	жинақ; орнату	a group, or to put in place	noun
o'clock	сағат	used to tell the hour	adv
pair	жұп	two things that go together	noun
factory	зауыт	a building where things are made	noun
add	қосу	to put one more in	verb
men	ер адамдар	more than one man	noun
strange	оғаш	unusual, hard to explain	adj
sound	дыбыс	what you hear	noun
dark	қараңғы	with no light	adj
wife	әйелі	the woman a man married	noun
theatre	театр	where actors play on stage	noun
fall	құлау; күз	to drop down, or autumn	verb
north	солтүстік	the opposite of south	noun
sell	сату	to give it for money	verb
summer	жаз	the hot season	noun
washing	жуу	cleaning with water	verb
bike	велосипед	two wheels you pedal	noun
paint	бояу	to put colour on it	verb
drove	жүргізді	past of "drive"	verb
popular	танымал	liked by many people	adj
period	кезең	a length of time	noun
whom	кімді	"who", after a verb	pron
test	тест, сынақ	questions to check what you know	noun
transport	көлік	buses, trains, planes	noun
towards	қарай	in that direction	prep
ready	дайын	able to start now	adj
eaten	жеген	past part of "eat"	verb
fly	ұшу	to move through the air	verb
mountain	тау	very high land	noun
return	қайту; қайтару	to come back, or give back	verb
baby	нәресте	a very young child	noun
fortunately	бақытымызға орай	luckily	adv
afford	қаражаты жету	to have enough money for it	verb
contact	хабарласу	to reach someone	verb
crime	қылмыс	an act against the law	noun
phrasal	тіркесті	made of two or more words	adj
suppose	болжау	to think it is probably so	verb
report	есеп; хабарлау	a written account	noun
improve	жақсарту	to make it better	verb
actually	шын мәнінде	really, in fact	adv
wonderful	тамаша	very very good	adj
lend	қарызға беру	to give for a short time	verb
miss	сағыну; өткізіп алу	to feel sad without, or to not catch	verb
personal	жеке	about one person only	adj
single	жалғыз, бір	only one	adj
chocolate	шоколад	a sweet brown food	noun
suit	костюм; жарасу	matching clothes, or to look right	noun
jacket	күрте	a short coat	noun
address	мекенжай	where a house is, in words	noun
fine	жақсы; айыппұл	all right, or money you must pay	adj
income	табыс	money you get regularly	noun
ice	мұз	frozen water	noun
chance	мүмкіндік	a possibility	noun
green	жасыл	the colour of grass	adj
died	қайтыс болды	past of "die"	verb
die	өлу	to stop living	verb
carry	көтеріп жүру	to hold and move it	verb
rest	демалыс; қалғаны	a break, or what is left	noun
sort	түр; сұрыптау	a kind, or to put in order	noun
control	бақылау	to make it do what you want	verb
join	қосылу	to become part of	verb
power	күш; қуат	strength or electricity	noun
coat	пальто	warm clothes for outside	noun
hit	соғу	to strike hard	verb
throw	лақтыру	to send it through the air	verb
despite	қарамастан	even with that	prep
prison	түрме	where criminals are kept	noun
spite	өкінішке	used in "in spite of" — despite	noun
dangerous	қауіпті	it can hurt you	adj
pick	таңдау; теру	to choose, or to take up	verb
anywhere	кез келген жерде	in any place	adv
climate	климат	the usual weather of a place	noun
list	тізім	names written one under another	noun
earlier	бұрынырақ	before that time	adv
comfortable	жайлы	nice to sit or be in	adj
sales	сату, сатылым	the selling of goods	noun
national	ұлттық	of the whole country	adj
diet	диета, ас мәзірі	the food you usually eat	noun
blue	көк	the colour of the sky	adj
reduce	азайту	to make it smaller	verb
favourite	сүйікті	the one you like best	adj
economy	экономика	a country's money and work	noun
fairly	едәуір	quite, not very	adv
uk	Ұлыбритания	the United Kingdom	noun
cook	пісіру	to make food with heat	verb
empty	бос	with nothing inside	adj
based	негізделген	built on that	adj
matter	мәселе; маңызы болу	a topic, or to be important	noun
side	жақ	the left or right part	noun
kept	сақтады	past of "keep"	verb
bridge	көпір	it crosses a river	noun
safe	қауіпсіз	nothing can hurt you	adj
population	халық саны	how many people live there	noun
political	саяси	about government	adj
milk	сүт	a white drink from cows	noun
trip	сапар	a short journey	noun
novel	роман	a long story book	noun
energy	қуат, күш	the power to do work	noun
mile	миля	about 1.6 kilometres	noun
wind	жел	moving air	noun
dirty	лас	not clean	adj
except	басқа	not including	prep
salary	жалақы	money paid for your job	noun
above	жоғарыда	higher than	prep
complain	шағымдану	to say you are not happy	verb
normally	әдетте	usually	adv
slowly	баяу	not fast	adv
clear	анық; таза	easy to understand, or see-through	adj
homework	үй тапсырмасы	school work done at home	noun
incorrect	қате	not right	adj
canada	Канада	a country north of the USA	noun
bill	шот	the paper saying what you must pay	noun
extremely	өте қатты	very very much	adv
attractive	тартымды	nice to look at	adj
customer	сатып алушы	a person who buys	noun
meat	ет	food from animals	noun
industry	өнеркәсіп	making things in factories	noun
radio	радио	you listen to it	noun
stupid	ақымақ	not clever	adj
nervous	қобалжулы	worried before something	adj
column	баған	a tall narrow part of a page	noun
promise	уәде беру	to say you will surely do it	verb
secret	құпия	something nobody should know	noun
ticket	билет	paper that lets you in	noun
director	директор	the person in charge	noun
increase	арттыру	to make it bigger	verb
certain	белгілі; сенімді	sure, or particular	adj
provide	қамтамасыз ету	to give what is needed	verb
final	соңғы	the last one	adj
weight	салмақ	how heavy it is	noun
detail	егжей-тегжей	a small fact about it	noun
imagine	елестету	to see it in your mind	verb
excellent	өте жақсы	very good	adj
general	жалпы	about the whole, not the parts	adj
usual	әдеттегі	what happens most times	adj
clean	таза	with no dirt	adj
himself	өзі (ер)	he, doing it to him	pron
relative	туыс	a person in your family	noun
saturday	сенбі	the day before Sunday	noun
apologise	кешірім сұрау	to say you are sorry	verb
suddenly	кенеттен	very quickly, with no warning	adv
taste	дәм	what food is like in your mouth	noun
begin	бастау	to start	verb
success	табыс, жетістік	getting what you wanted	noun
japan	Жапония	a country in east Asia	noun
ground	жер	the surface you walk on	noun
herself	өзі (әйел)	she, doing it to her	pron
century	ғасыр	one hundred years	noun
race	жарыс	a contest of speed	noun
warm	жылы	a little hot	adj
access	қолжетімділік	the right or way to get in	noun
themselves	өздері	they, doing it to them	pron
strong	күшті	having a lot of power	adj
science	ғылым	the study of how things work	noun
eight	сегіз	the number 8	num
essay	эссе	a short piece of writing	noun
election	сайлау	when people vote	noun
notice	байқау; хабарландыру	to see it, or a sign	verb
missed	жіберіп алды	past of "miss"	verb
colleague	әріптес	a person you work with	noun
condition	жағдай; шарт	the state it is in	noun
club	клуб	a group meeting for one thing	noun
context	мәнмәтін	the words around it	noun
awful	сұмдық	very bad	adj
smell	иіс	what your nose tells you	noun
luggage	жүк	bags you take on a trip	noun
avoid	болдырмау	to keep away from	verb
tick	белгі қою	to mark with ✓	verb
strike	ереуіл; соғу	stopping work to protest	noun
lazy	жалқау	not wanting to work	adj
board	тақта; кеңес	a flat surface, or a group of leaders	noun
worth	тұрарлық	good enough for the cost	adj
impossible	мүмкін емес	it cannot happen	adj
calm	тыныш	not upset, not moving	adj
account	шот; есеп	money kept at a bank	noun
straight	түзу	with no bend	adj
consider	қарастыру	to think about carefully	verb
dentist	тіс дәрігері	they fix your teeth	noun
reception	қабылдау бөлмесі	the desk at the entrance	noun
medicine	дәрі	what you take when ill	noun
apply	өтініш беру; қолдану	to ask for a job, or to use	verb
bring	әкелу	to carry it here	verb
press	басу; баспасөз	to push, or the newspapers	verb
section	бөлім	one part of a text	noun
state	мемлекет; жағдай	a country, or how it is	noun
bird	құс	an animal with wings	noun
damaged	бүлінген	broken or harmed	adj
ought	тиіс	should, it is right to	verb
clause	сөйлем мүшесі	part of a sentence with a verb	noun
law	заң	a rule of the country	noun
fish	балық	an animal living in water	noun
project	жоба	planned work with a goal	noun
painting	сурет	a picture made with paint	noun
politics	саясат	how a country is run	noun
reason	себеп	why it happened	noun
date	күн, күні	the day, month and year	noun
grey	сұр	the colour between black and white	adj
depends	байланысты	it changes with something else	verb
middle	орта	the centre point	noun
seat	орындық	a place to sit	noun
hold	ұстау	to keep in your hand	verb
ran	жүгірді	past of "run"	verb
difference	айырмашылық	how two things are not the same	noun
pool	бассейн	water you swim in	noun
hundred	жүз	the number 100	num
finally	ақыры	after a long time	adv
mum	анашым	an informal word for mother	noun
sick	ауру	not well	adj
size	өлшем	how big it is	noun
programme	бағдарлама	a show, or a plan	noun
danger	қауіп	a chance of harm	noun
receive	алу	to get what is sent	verb
earth	жер	our planet, or soil	noun
available	қолжетімді	you can get it now	adj
desk	жазу үстелі	a table for working	noun
appear	пайда болу; көріну	to come into sight	verb
choice	таңдау	what you pick	noun
moon	ай	it shines at night	noun
modern	заманауи	of today, not old	adj
square	алаң; шаршы	a shape with 4 equal sides	noun
follow	еру	to go behind	verb
luck	сәттілік	good things by chance	noun
rent	жалдау	to pay to use a home	verb
connected	байланысты	joined together	adj
cross	өту; ашулы	to go over, or angry	verb
warned	ескертті	past of "warn"	verb
accept	қабылдау	to say yes to it	verb
france	Франция	a country in Europe	noun
simply	жай ғана	only, in an easy way	adv
financial	қаржылық	about money	adj
support	қолдау	to help and stand with	verb
unfortunately	өкінішке орай	sadly, it is bad news	adv
clearly	анық	in a way easy to see	adv
reliable	сенімді	you can trust it	adj
hello	сәлем	you say it when you meet	interj
software	бағдарламалық жасақтама	computer programs	noun
maths	математика	numbers and shapes	noun
continue	жалғастыру	to keep going	verb
fault	кінә; ақау	whose bad act it was	noun
sold	сатты	past of "sell"	verb
inside	ішінде	not outside	prep
snow	қар	soft white ice from the sky	noun
peace	бейбітшілік	no war, no noise	noun
keen	құштар	very interested in	adj
plural	көпше	more than one, like "cats"	adj
cover	жабу	to put something over it	verb
earn	табу (ақша)	to get money by working	verb
piano	фортепиано	a big music instrument with keys	noun
cat	мысық	a small pet that says meow	noun
kitten	марғау	kid of a cat	noun
unusual	ерекше	not seen often	adj
wet	су, дымқыл	covered with water	adj
suffer	азап шегу	to feel pain or trouble	verb
dress	көйлек	clothes a woman wears	noun
attack	шабуыл	a violent act against	noun
computers	компьютерлер	more than one computer	noun
recent	жақындағы	from a short time ago	adj
typical	тән	the usual kind	adj
prime	басты	the first in rank	adj
level	деңгей	how high or how good	noun
furniture	жиһаз	tables, chairs, beds	noun
tax	салық	money you pay the state	noun
professor	профессор	a top university teacher	noun
knowledge	білім	what you know	noun
private	жеке	not for everybody	adj
committee	комитет	a small group that decides	noun
wonder	таңғалу; ойлану	to want to know	verb
wide	кең	far from side to side	adj
issue	мәселе	a problem or topic	noun
began	бастады	past of "begin"	verb
human	адам	a person	noun
entrance	кіреберіс	the way in	noun
argument	дау	an angry talk	noun
twice	екі рет	two times	adv
zero	нөл	the number 0	num
advantage	артықшылық	a good thing about it	noun
heating	жылыту	making a room warm	noun
successful	табысты	it worked well	adj
bedroom	жатын бөлме	the room you sleep in	noun
oil	май, мұнай	a thick liquid for cooking or fuel	noun
value	құндылық	how much it is worth	noun
tall	биік, ұзын бойлы	high from head to foot	adj
index	көрсеткіш	a list at the end of a book	noun
metre	метр	100 centimetres	noun
message	хабарлама	words sent to someone	noun
elderly	қарт	polite word for old	adj
insisted	талап етті	said it firmly again	verb
alternative	балама	another possible one	noun
boy	ұл бала	a young male	noun
progress	ілгерілеу	getting better step by step	noun
uncle	аға, нағашы	your parent's brother	noun
website	веб-сайт	pages on the internet	noun
worse	нашарлау	more bad	adj
face	бет	the front of your head	noun
cause	себеп болу	to make it happen	verb
average	орташа	the usual middle amount	adj
department	бөлім	one part of a company	noun
rang	қоңырау шалды	past of "ring"	verb
glass	шыны, стақан	you see through it, or a cup	noun
included	қамтылған	counted as part of it	adj
speed	жылдамдық	how fast it moves	noun
advised	кеңес берді	past of "advise"	verb
waste	ысырап ету	to use it badly	verb
kilometre	километр	1000 metres	noun
quick	жылдам	taking little time	adj
behaviour	мінез-құлық	how a person acts	noun
church	шіркеу	a Christian holy building	noun
loud	қатты (дыбыс)	making a lot of noise	adj
alarm	дабыл, оятқыш	a sound that warns you	noun
rate	мөлшерлеме	how much per unit	noun
exactly	дәл	with nothing different	adv
ate	жеді	past of "eat"	verb
dad	әке	an informal word for father	noun
international	халықаралық	between countries	adj
spanish	испан тілі	the language of Spain	noun
unlikely	екіталай	probably not	adj
italy	Италия	a country in Europe	noun
rich	бай	having a lot of money	adj
library	кітапхана	you borrow books there	noun
damage	зақым	harm done to a thing	noun
cup	кесе	you drink tea from it	noun
item	зат, тармақ	one thing in a list	noun
apple	алма	a round fruit	noun
german	неміс тілі	the language of Germany	noun
sunday	жексенбі	the last day of the week	noun
june	маусым	the sixth month	noun
husband	күйеуі	the man a woman married	noun
trouble	қиындық	problems	noun
tea	шай	a hot drink from leaves	noun
camera	фотоаппарат	it takes pictures	noun
delay	кешігу	being later than planned	noun
asleep	ұйықтап жатқан	sleeping	adj
fashion	сән	the clothes that are popular now	noun
forgotten	ұмытылған	past part of "forget"	verb
excuse	кешіріңіз; сылтау	a word to get attention, or a reason	noun
death	өлім	the end of life	noun
fun	көңілді	enjoyment	noun
teeth	тістер	more than one tooth	noun
tooth	тіс	white and hard, in your mouth	noun
body	дене	all of a person, head to foot	noun
pronunciation	айтылым	how a word is said	noun
america	Америка	the USA	noun
hotels	қонақүйлер	more than one hotel	noun
young	жас	not old	adj
england	Англия	the biggest part of Britain	noun
britain	Британия	England, Scotland and Wales	noun
europe	Еуропа	the continent west of Asia	noun
africa	Африка	the continent south of Europe	noun
australia	Австралия	a country and continent	noun
spain	Испания	a country in Europe	noun
usa	АҚШ	the United States of America	noun
scotland	Шотландия	the north part of Britain	noun
switzerland	Швейцария	a country in the Alps	noun
brazil	Бразилия	the biggest country in South America	noun
london	Лондон	the capital of England	noun
paris	Париж	the capital of France	noun
rome	Рим	the capital of Italy	noun
york	Йорк	a city in England; also New York	noun
japanese	жапон тілі	the language of Japan	noun
italian	итальян тілі	the language of Italy	noun
oh	о!	a sound you make when surprised	interj
hi	сәлем	an informal hello	interj
dear	қымбатты	how you start a letter	adj
warning	ескерту	words that tell you of danger	noun
cheese	ірімшік	a food made from milk	noun
catch	ұстау	to take hold of something moving	verb
wild	жабайы	not kept by people	adj
escape	қашу	to get away	verb
worker	жұмысшы	a person who works	noun
planned	жоспарлады	past of "plan"	verb
pound	фунт	British money	noun
heart	жүрек	it pumps your blood	noun
wrote	жазды	past of "write"	verb
white	ақ	the colour of snow	adj
fixed	жөнделген	repaired, or not changing	adj
sign	белгі; қол қою	a mark, or to write your name	noun
rise	көтерілу	to go up	verb
technology	технология	machines and computers	noun
rarely	сирек	almost never	adv
anyway	бәрібір	no matter what	adv
application	өтініш	a written request for a job	noun
recommended	ұсынды	said it was good	verb
fancy	қалау	to want, in relaxed speech	verb
statement	мәлімдеме	a sentence that says a fact	noun
revise	қайталау	to study again before a test	verb
save	сақтау; үнемдеу	to keep, or to not waste	verb
flu	тұмау	an illness with fever	noun
bold	қалың қаріп	thick, dark letters	adj
failed	сәтсіз болды	did not succeed	verb
member	мүше	a person in a group	noun
solve	шешу	to find the answer	verb
temperature	температура	how hot or cold it is	noun
effect	әсер	the change something causes	noun
frightened	қорыққан	feeling afraid	adj
whereas	ал	but on the other side	conj
fair	әділ; жәрмеңке	right for everybody	adj
market	базар, нарық	where things are sold	noun
passport	төлқұжат	a book that lets you travel	noun
laugh	күлу	to make a happy sound	verb
stolen	ұрланған	taken by a thief	adj
conference	конференция	a big meeting for work	noun
million	миллион	the number 1 000 000	num
disease	ауру	an illness	noun
lack	жетіспеу	not having enough	noun
player	ойыншы	a person in a game	noun
within	ішінде	inside that time or place	prep
twenty	жиырма	the number 20	num
tourist	турист	a person travelling for fun	noun
tidy	жинақы	in good order	adj
policy	саясат, ереже	a rule a group follows	noun
army	әскер	the soldiers of a country	noun
caught	ұстады	past of "catch"	verb
assistant	көмекші	a person who helps at work	noun
audience	көрермен	the people watching	noun
corner	бұрыш	where two lines meet	noun
tower	мұнара	a tall narrow building	noun
gallery	галерея	where art is shown	noun
purpose	мақсат	why you do it	noun
particular	нақты	this one, not another	adj
low	төмен	not high	adj
bored	зеріккен	tired because nothing happens	adj
brought	әкелді	past of "bring"	verb
relaxed	бос, тыныш	calm and easy	adj
firm	фирма; берік	a company, or hard	noun
term	тоқсан; термин	part of a school year, or a word	noun
movement	қозғалыс	moving, or a group with a goal	noun
movie	фильм	a film	noun
funny	күлкілі	it makes you laugh	adj
announced	жариялады	told everyone	verb
dropped	түсіріп алды	past of "drop"	verb
steal	ұрлау	to take what is not yours	verb
photo	сурет	a picture from a camera	noun
action	әрекет	something done	noun
property	мүлік	what you own	noun
swim	жүзу	to move in water	verb
economic	экономикалық	about money and business	adj
disappointed	көңілі қалды	sad it was not as hoped	adj
active	белсенді	doing a lot	adj
equipment	жабдық	the tools you need	noun
ability	қабілет	being able to do it	noun
simon	Саймон	a man's name	noun
cheap	арзан	costing little money	adj
exciting	қызықты	it makes you feel eager	adj
agreement	келісім	when people agree	noun
field	алаң, дала	open land, or an area of study	noun
poor	кедей	having little money	adj
participle	есімше	a verb form like "broken"	noun
dead	өлі	not alive	adj
involved	қатысты	taking part in it	adj
discovered	ашты	found for the first time	verb
object	зат; қарсы болу	a thing, or to say no	noun
understood	түсінді	past of "understand"	verb
maybe	мүмкін	perhaps	adv
poverty	кедейлік	being poor	noun
atmosphere	атмосфера, көңіл күй	the air, or the feeling of a place	noun
rule	ереже	what you must do	noun
determined	бел буған	sure you will do it	adj
male	еркек	of a man or boy	adj
female	әйел	of a woman or girl	adj
hill	төбе	land higher than around it	noun
social	әлеуметтік	about people together	adj
thank	алғыс айту	to say thanks	verb
slightly	сәл	a little bit	adv
regret	өкіну	to feel sorry about it	verb
pupil	оқушы	a school child	noun
apartment	пәтер	a flat	noun
cannot	алмайды	is not able to	verb
unpleasant	жағымсыз	not nice	adj
version	нұсқа	one form of a thing	noun
bound	міндетті	sure to happen	adj
aunt	апа, тәте	your parent's sister	noun
clock	сағат	it shows the time on a wall	noun
drop	түсіру	to let it fall	verb
magazine	журнал	a thin book with pictures	noun
development	даму	growing and getting better	noun
vote	дауыс беру	to choose in an election	verb
skiing	шаңғы тебу	moving on snow on skis	noun
grass	шөп	green plants on the ground	noun
button	түйме	you press it or fasten it	noun
copy	көшірме	one made the same as another	noun
natural	табиғи	made by nature, not people	adj
act	әрекет ету; ойнау	to do, or to play a part	verb
resign	қызметтен кету	to leave your job by choice	verb
nation	ұлт, ел	a country and its people	noun
cancelled	тоқтатылды	stopped before it happened	adj
coast	жағалау	land next to the sea	noun
supermarket	супермаркет	a big food shop	noun
pen	қалам	you write with it	noun
terribly	сұмдық	very badly	adv
grammar	грамматика	the rules of a language	noun
employee	қызметкер	a person a company pays	noun
risk	тәуекел	a chance something bad happens	noun
proposed	ұсынды	suggested it	verb
normal	қалыпты	usual, not strange	adj
daughter	қыз (баласы)	your female child	noun
son	ұл (баласы)	your male child	noun
opportunity	мүмкіндік	a good chance	noun
record	жазба; жазып алу	facts kept, or to save sound	noun
credit	несие	money you can use and pay later	noun
voice	дауыс	the sound you speak with	noun
behind	артында	at the back of	prep
refer	сілтеме жасау	to point to something	verb
material	материал	what a thing is made of	noun
hat	бас киім	you wear it on your head	noun
sad	мұңды	not happy	adj
attention	назар	looking and listening carefully	noun
younger	жасырақ	less old	adj
relax	демалу	to rest and feel calm	verb
besides	оның үстіне	as well as that	prep
repaired	жөндеді	fixed what was broken	verb
raw	шикі	not cooked	adj
noisy	шулы	making a lot of noise	adj
activity	әрекет, іс	something people do	noun
accommodation	тұрғын үй	a place to stay	noun
august	тамыз	the eighth month	noun
thousand	мың	the number 1000	num
illness	ауру	being ill	noun
learnt	үйренді	past of "learn"	verb
scientist	ғалым	a person who does science	noun
intended	ниет етті	planned to do it	verb
conversation	әңгіме	people talking together	noun
headache	бас ауруы	pain in your head	noun
blog	блог	a personal page on the internet	noun
forgot	ұмытты	past of "forget"	verb
suitcase	чемодан	a bag for travelling	noun
ourselves	өзіміз	we, doing it to us	pron
foot	аяқ	you stand on it	noun
shown	көрсетілген	past part of "show"	verb
teach	үйрету	to help someone learn	verb
patient	науқас; шыдамды	a sick person, or calm waiting	noun
surprising	таңғаларлық	you did not expect it	adj
sky	аспан	what is above you outside	noun
lock	құлыптау	to close with a key	verb
fridge	тоңазытқыш	it keeps food cold	noun
otherwise	әйтпесе	if not, then	adv
introduce	таныстыру	to tell people who someone is	verb
destroy	жою	to break it completely	verb
traditional	дәстүрлі	done the old way	adj
repair	жөндеу	to fix what is broken	verb
singular	жекеше	only one, like "cat"	adj
charge	ақы; зарядтау	the price, or to fill with power	noun
chicken	тауық	a bird people eat	noun
region	аймақ	a large area	noun
character	мінез; кейіпкер	what a person is like	noun
clothing	киім	clothes	noun
academic	академиялық	about study and school	adj
addition	қосу	adding, one more thing	noun
pronoun	есімдік	a word like I, you, it	noun
horse	жылқы	a big animal you ride	noun
trade	сауда	buying and selling	noun
teaching	оқыту	helping people learn	noun
skin	тері	it covers your body	noun
complicated	күрделі	with many parts, not simple	adj
scared	қорыққан	afraid	adj
beat	жеңу; ұру	to win against, or to hit	verb
leg	аяқ	you walk on two of them	noun
weigh	салмағы болу	to have this weight	verb
grow	өсу	to get bigger	verb
travelled	саяхаттады	past of "travel"	verb
queue	кезек	a line of waiting people	noun
rush	асығу	to move very fast	verb
jeans	джинсы	trousers of thick blue cloth	noun
birth	туу	being born	noun
doubt	күмән	not being sure	noun
sack	жұмыстан шығару	to make someone leave a job	verb
immediately	дереу	right now, with no wait	adv
exhausted	қалжыраған	very very tired	adj
evidence	дәлел	facts that show it is true	noun
management	басшылық	the people who run the company	noun
blood	қан	the red liquid in your body	noun
build	салу	to make a building	verb
plant	өсімдік	a living green thing	noun
create	жасау	to make something new	verb
planet	планета	a big body going round a star	noun
crowded	адам көп	full of people	adj
robbery	тонау	stealing with force	noun
force	күш	strength used on something	noun
totally	мүлдем	completely	adv
shouted	айқайлады	said very loudly	verb
pocket	қалта	a small bag in your clothes	noun
basketball	баскетбол	a game with a ball and net	noun
council	кеңес	a group that runs a town	noun
resident	тұрғын	a person who lives there	noun
pilot	ұшқыш	the person flying a plane	noun
entry	кіру	going in	noun
trust	сену	to believe someone is good	verb
discuss	талқылау	to talk about it together	verb
economics	экономика	the study of money	noun
current	қазіргі	happening now	adj
